,kota_administrasi,kecamatan,kelurahan,rw,jumlah_terdampak_rw,jumlah_terdampak_rt,jumlah_terdampak_kk,jumlah_terdampak_jiwa,ketinggian_air,tanggal_kejadian,lama_genangan,jumlah_meninggal,jumlah_hilang,jumlah_luka_berat,jumlah_luka_ringan,jumlah_pengungsi_tertinggi,jumlah_tempat_pengungsian,nilai_kerugian
786,Jakarta Selatan,TEBET,MANGGARAI SELATAN,"rw 02, 05",2.0,2.0,0,0,20 s/d 30 cm,23 februari,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
787,Jakarta Selatan,TEBET,BUKIT DURI,"rw 06, 08, 11, 12",4.0,4.0,0,0,10 s/d 100 cm,"8,25 februari",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
788,Jakarta Selatan,TEBET,KEBON BARU,"rw 01, 02, 04, 05, 06, 08, 10, 12 ",8.0,8.0,105,420,10 s/d 60 cm,"8, 20, 23, 24, 25  februari",0.0,0.0,0.0,0.0,420.0,1.0,0.0,0.0
789,Jakarta Selatan,TEBET,MENTENG DALAM,"rw 01, 08, 10, 11, ",4.0,6.0,0,0,10 s/d 130 cm,23 februari,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
790,Jakarta Timur,CAKUNG,CAKUNG BARAT,"rw 03, 06,07,  08, 09",5.0,11.0,24,98,10 s/d 100 cm,"8, 23 februari",0.0,0.0,0.0,0.0,98.0,3.0,0.0,0.0
791,Jakarta Timur,CAKUNG,CAKUNG TIMUR,"rw 05,06, 07, 08, 09, 10, 12",7.0,23.0,275,630,5 s/d 100 cm,"22, 23, 24, 27  februari",0.0,0.0,0.0,0.0,193.0,5.0,0.0,0.0
792,Jakarta Timur,CAKUNG,PENGGILINGAN,"rw 03, 05, 08",3.0,5.0,0,0,10 s/d 50 cm,"8, 16, 23, 25 februari",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
793,Jakarta Timur,CAKUNG,RAWA TERATE,"rw 04, 05, 06",3.0,13.0,641,2564,30 s/d 250 cm,"1,2,3,8, 20, 22,23, 25 februari",0.0,0.0,0.0,0.0,471.0,3.0,0.0,0.0
794,Jakarta Timur,CAKUNG,JATINEGARA,"rw 02, 06, 08, 09, 11",5.0,6.0,0,0,10 s/d 60 cm,"16,23, 25 februari",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
795,Jakarta Timur,CAKUNG,PULO GEBANG,"rw 05, 08, 10, 14, 15 16",6.0,7.0,0,0,10 s/d 90 cm,"16,23, 25 februari",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
796,Jakarta Timur,CIPAYUNG,BAMBU APUS,"rw 02,  03, 05",3.0,5.0,0,0,20 s/d 50 cm,"8, 25 februari",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
797,Jakarta Timur,CIPAYUNG,CIPAYUNG,"rw 02, 04",2.0,2.0,0,0,10 s/d 35 cm,"16, 25  februari",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
798,Jakarta Timur,CIPAYUNG,LUBANG BUAYA,"rw 03, 04,09, 12",4.0,10.0,0,0,10 s/d 60 cm,"8, 16, 23, 25, 28   februari",0.0,0.0,0.0,0.0,80.0,2.0,0.0,0.0
799,Jakarta Timur,CIPAYUNG,SETU,rw 01,1.0,2.0,0,0,30 cm,28 februari,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,Jakarta Timur,CIPAYUNG,CILANGKAP,"rw 03, 04, 06",3.0,7.0,0,0,15 s/d 40 cm,"25, 28 februari",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
801,Jakarta Timur,CIRACAS,CIBUBUR,"rw 02, 03, 05, 10, 12",5.0,14.0,0,0,10 s/d 100 cm,"15, 25 februari",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
802,Jakarta Timur,CIRACAS,APA DUA WETAN,"rw 02, 08, 09, 011",4.0,7.0,0,0,5 s/d 40 cm,25 februari,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
803,Jakarta Timur,CIRACAS,RAMBUTAN,"rw 01, 02, 03, 05, 06",5.0,18.0,774,2286,10 s/d 60 cm,"16,23, 25 februari",0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0
804,Jakarta Timur,CIRACAS,SUSUKAN,rw 05,1.0,4.0,0,0,30 s/d 40 cm,23 februari,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
805,Jakarta Timur,DUREN SAWIT,KLENDER,"rw  07, 09, 11, 13, 16, 17, 18",7.0,7.0,0,0,10 s/d 80 cm,"16, 23, 25   februari",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
806,Jakarta Timur,DUREN SAWIT,MALAKA JAYA,"rw 01, 03, 04, 10, 12, 13",6.0,13.0,0,0,20 s/d 100  cm,"23, 25  februari",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
807,Jakarta Timur,DUREN SAWIT,PONDOK BAMBU,"rw 06, 01, 07, 05",4.0,7.0,50,130,20 s/d 70 cm,23 februari,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
808,Jakarta Timur,DUREN SAWIT,PONDOK APA,"rw 04, 06,08,  09, 10, 12, 13",7.0,16.0,386,2132,10 s/d 100 cm,"8, 16, 25  februari",0.0,0.0,0.0,0.0,320.0,4.0,0.0,0.0
809,Jakarta Timur,DUREN SAWIT,PONDOK KOPI,"rw 03, 04, 05, 06, 07, 10",6.0,32.0,0,0,10 s/d 60 cm,"8, 25 februari",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
810,Jakarta Timur,DUREN SAWIT,DUREN SAWIT,"rw 01, 05, 09, 10,13, 15,16,  17",8.0,9.0,0,0,10 s/d 50 cm,"8, 16, 23  februari",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
811,Jakarta Timur,DUREN SAWIT,MALAKA SARI,rw 09,1.0,1.0,0,0,30 s/d 70 cm,25 februari,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
812,Jakarta Timur,JATINEGARA,BIDARA CINA,"rw 01, 02., 03, 05, 06,  07,08, 09,  10, 11, 12, 14, 15",13.0,23.0,1185,3904,10 s/d 100 cm,"8, 15, 16 , 20, 22, 23, 24, 25  februari",0.0,0.0,0.0,0.0,479.0,7.0,0.0,0.0
813,Jakarta Timur,JATINEGARA,CIPINANG BESAR UTARA,rw 13,1.0,1.0,0,0,10 s/d 20 cm,25 februari,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
814,Jakarta Timur,JATINEGARA,CIPINANG MUARA,"rw  11, 13, 16",3.0,4.0,191,708,10 s/d 80 cm,"8, 16, 23, 25, 28  februari",0.0,0.0,0.0,0.0,213.0,2.0,0.0,0.0
815,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,"rw 03,04, 05,06, 07, 08",6.0,29.0,392,2185,10 s/d 150 cm,"6, 8, 16,20, 23, 24  februari",0.0,0.0,0.0,0.0,858.0,5.0,0.0,0.0
816,Jakarta Timur,JATINEGARA,RAWA BUNGA,"rw 02, 03, 04, 05, 06, ",5.0,6.0,0,0,10 s/d 70 cm,"8, 23, 25  februari",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
817,Jakarta Timur,JATINEGARA,CIPINANG CEMPEDAK,rw 03,1.0,1.0,0,0,50 cm,23 februari,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
818,Jakarta Timur,KRAMAT JATI,BALE KAMBANG,"rw 01, 02, 05, ",3.0,8.0,60,244,20 s/d 100 cm,"8, 20, 25  februari",0.0,0.0,0.0,0.0,230.0,3.0,0.0,0.0
819,Jakarta Timur,KRAMAT JATI,BATU AMPAR,"rw 01,  03, 04, 05, 06",5.0,5.0,0,0,10 s/d 60 cm,"23, 25  februari",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820,Jakarta Timur,KRAMAT JATI,CAWANG,"rw 01, 02, 03, 04, 05, 07, 08, 09, 10, 11, 12, ",11.0,30.0,0,0,10 s/d 150 cm,"8, 15, 16, 20, 22,23, 24, 25  februari",1.0,0.0,0.0,0.0,58.0,2.0,0.0,0.0
821,Jakarta Timur,KRAMAT JATI,CILILITAN,"rw 01, 05, 06, 07, 16",5.0,10.0,0,0,10 s/d 100 cm,"8, 20, 23, 24, 25  februari",0.0,0.0,0.0,0.0,220.0,5.0,0.0,0.0
822,Jakarta Timur,KRAMAT JATI,DUKUH,"rw 01,03,04,06",4.0,10.0,0,0,5 s/d 30 cm,"23, 25  februari",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823,Jakarta Timur,KRAMAT JATI,TENGAH,"rw 01, 02, 03, 06, 07, 09",6.0,7.0,0,0,10 s/d 30 cm,25 februari,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824,Jakarta Timur,MAKASAR,CIPINANG MELAYU,"rw 02, 03, 04, 05, 06, 08, 10, 11,  12, 13",10.0,18.0,3762,13450,15 s/d 100 cm,"3, 8, 16, 23, 25, 28   februari",0.0,0.0,0.0,0.0,2424.0,8.0,0.0,0.0
825,Jakarta Timur,MAKASAR,HALIM PERDANA KUSUMA,"rw 05, 07, 08, 10",4.0,9.0,0,0,20 s/d 50 sm,"23, 25  februari",0.0,0.0,0.0,0.0,133.0,1.0,0.0,0.0
826,Jakarta Timur,MAKASAR,KEBON PALA,"rw 01, 02, 03, 04, 05, 06, 07, 08, 09, 11",10.0,12.0,0,0,50 s/d 120 cm,"8, 16, 23, 25 februari",0.0,0.0,0.0,0.0,1256.0,3.0,0.0,0.0
827,Jakarta Timur,MAKASAR,MAKASAR,"rw 04, 05, 06, 07",4.0,17.0,178,745,30 s/d 150  cm,"23, 25  februari",0.0,0.0,0.0,0.0,553.0,10.0,0.0,0.0
828,Jakarta Timur,MAKASAR,PINANG RANTI,"rw 04, 05",2.0,6.0,0,0,20 s/d 100 cm,23 februari,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
829,Jakarta Timur,MATRAMAN,KEBON MANGGIS,"rw 03, rw 04",2.0,15.0,323,1157,20 s/d 60 cm,"8, 25 februari",0.0,0.0,0.0,0.0,400.0,5.0,0.0,0.0
830,Jakarta Timur,MATRAMAN,PISANGAN BARU,"rw 02, 03, 04, 08, 12, 13, 14",7.0,7.0,0,0,10 s/d 60 cm,"23, 25 februari",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831,Jakarta Timur,MATRAMAN,UTAN KAYU SELATAN,"rw 03,  12",2.0,5.0,0,0,10 s/d 60 cm,"23, 25 februari",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
832,Jakarta Timur,MATRAMAN,UTAN KAYU UTARA,"rw 05, 08",2.0,2.0,0,0,10 s/d 60 cm,"23, 25 februari",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833,Jakarta Timur,MATRAMAN,PAL MERIAM,"rw 01,  03",2.0,4.0,0,0,10 s/d 60 cm,"23, 25  februari",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834,Jakarta Timur,PASAR REBO,PEKAYON,rw 07,1.0,1.0,0,0,10 s/d 25 cm,16 februari,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835,Jakarta Timur,PULOGADUNG,CIPINANG,rw 12,1.0,1.0,0,0,40 cm,23 februari,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836,Jakarta Timur,PULOGADUNG,JATI,"rw 01, 11",2.0,2.0,0,0,10 s/d 60 cm,"8, 25 februari",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
837,Jakarta Timur,PULOGADUNG,KAYU PUTIH,"rw 08, 09, 10, 11, 12, 13, 14, 15, 16",9.0,35.0,2761,8103,10 s/d 100 cm,"8,23, 23  februari",0.0,0.0,0.0,0.0,975.0,4.0,0.0,0.0
838,Jakarta Timur,PULOGADUNG,PISANGAN TIMUR,"rw 04, 06, 12, 15",4.0,4.0,0,0,50 s/d 100 cm,"8, 23  februari",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839,Jakarta Timur,PULOGADUNG,PULOGADUNG,"rw 01, 02, 03,04, 05, 06, 08, 09",8.0,8.0,0,0,10 s/d 100 cm,"8, 16, 23 februari",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840,Jakarta Timur,PULOGADUNG,RAWAMANGUN,"rw 01, 02",2.0,2.0,0,0,30 cm,"23, 25 februari",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841,Jakarta Timur,PULOGADUNG,JATINEGARA KAUM,rw 05,1.0,2.0,0,0,40 cm,"23, 25  februari",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842,Jakarta Pusat,JOHAR BARU,JOHAR BARU,"RW 01, 02, 06, 08",4.0,4.0,35,140,10 s/d 30 cm,tgl. 01 Januari,0.0,0.0,0.0,0.0,140.0,1.0,0.0,0.0
843,Jakarta Pusat,KEMAYORAN,GUNUNG SAHARI SELATAN,"RW 01, 02, 07, 08",4.0,4.0,0,0,10 s/d 70 cm,tgl. 01 Januari,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844,Jakarta Pusat,KEMAYORAN,SERDANG,"RW 01, 02, 06, 07",4.0,4.0,0,0,10 s/d 30 cm,tgl. 01 Januari,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845,Jakarta Pusat,SAWAH BESAR,PASAR BARU,"RW 02, 03, 04, 05, 06, 07, 08",7.0,7.0,155,625,10 s/d 70 cm,tgl. 01 Januari,0.0,0.0,0.0,0.0,625.0,5.0,0.0,0.0
846,Jakarta Pusat,TANAH ABANG,BENDUNGAN HILIR,"RW 07, 09",2.0,2.0,52,195,31 s/d 70 cm,tgl. 01 Januari,0.0,0.0,0.0,0.0,195.0,6.0,0.0,0.0
847,Jakarta Pusat,TANAH ABANG,KARET TENGSIN,"RW 02, 03, 04, 05, 06, 07, 09, 11",8.0,31.0,535,2078,71 s/d 150 cm,tgl. 01 Januari,0.0,0.0,0.0,0.0,2078.0,8.0,0.0,0.0
848,Jakarta Pusat,TANAH ABANG,PETAMBURAN,"RW 02, 03",2.0,2.0,0,0,40 s/d 60 cm,tgl. 18 Januari ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849,Jakarta Utara,CILINCING,CILINCING,"RW 05, 06, 09",3.0,21.0,280,1121,10 s/d 35 cm,tgl. 01 Januari,0.0,0.0,0.0,0.0,1121.0,14.0,0.0,0.0
850,Jakarta Utara,CILINCING,MARUNDA,RW 04,1.0,1.0,0,0,10 s/d 30 cm,tgl. 01 Januari,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
851,Jakarta Utara,CILINCING,ROROTAN,"RW 01, 02, 03, 04, 05",5.0,5.0,36,150,10 s/d 150 cm,"tgl. 01, 24 Januari",1.0,0.0,0.0,0.0,338.0,3.0,0.0,0.0
852,Jakarta Utara,CILINCING,SEMPER BARAT,"RW 01, 02, 04, 05, 16",5.0,5.0,143,574,10 s/d 70 cm,tgl. 01 Januari,0.0,0.0,0.0,0.0,574.0,7.0,0.0,0.0
853,Jakarta Utara,CILINCING,SEMPER TIMUR,"RW 02, 03, 10, 11",4.0,6.0,30,120,10 s/d 150 cm,tgl. 01 Januari,0.0,0.0,0.0,0.0,120.0,4.0,0.0,0.0
854,Jakarta Utara,CILINCING,SUKA PURA,"RW 02, 03, 04, 05, 06, 07, 09, 10, 12",9.0,9.0,70,278,10 s/d 150 cm,tgl. 01 Januari,0.0,0.0,0.0,0.0,278.0,2.0,0.0,0.0
855,Jakarta Utara,KELAPA GADING,APA GADING BARAT,"RW 02, 03, 06, 11, 12",5.0,5.0,0,0,10 s/d 30 cm,tgl. 01 Januari,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
856,Jakarta Utara,KELAPA GADING,APA GADING TIMUR,"RW 15, 16",2.0,2.0,25,100,10 s/d 30 cm,tgl. 01 Januari,0.0,0.0,0.0,0.0,100.0,2.0,0.0,0.0
857,Jakarta Utara,KELAPA GADING,PEGANGSAAN DUA,"RW 02, 03, 04, 08, 09, 10, 11",7.0,7.0,52,210,10 s/d 70 cm,tgl. 01 Januari,0.0,0.0,0.0,0.0,210.0,3.0,0.0,0.0
858,Jakarta Utara,KOJA,TUGU SELATAN,RW. 04,1.0,1.0,0,0,20 s/d 50 cm,tgl. 01 Januari ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
859,Jakarta Utara,PENJARINGAN,KAPUK MUARA,"RW. 01, 02, 03, 04, 05, 09",6.0,6.0,0,0,20 s/d 40 cm,tgl. 01 Januari,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
860,Jakarta Utara,PENJARINGAN,PEJAGALAN,"RW 08, 09, 10, 12, 13, 14, 15",7.0,7.0,292,1168,10 s/d 150 cm,tgl. 01 Januari,0.0,0.0,0.0,0.0,1168.0,10.0,0.0,0.0
861,Jakarta Utara,PENJARINGAN,PENJARINGAN,RW 17,1.0,1.0,0,0,10 s/d 30 cm,tgl. 01 Januari,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
862,Jakarta Utara,PENJARINGAN,PLUIT,"RW 01, 11, 22",3.0,3.0,0,0,15 s/d 70 cm,"tgl. 24, 27, 28, 30, 31  Januari",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
863,Jakarta Utara,PADEMANGAN,ANCOL,"RW 02, 05, 08, 10",4.0,4.0,0,0,10 s/d 30 cm,tgl. 24 Januari,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
864,Jakarta Barat,CENGKARENG,CENGKARENG BARAT,"RW 01, 03, 05, 06, 07, 09, 10, 11, 14",9.0,9.0,550,2220,31 s/d 70 cm,"tgl. 01, 24 Januari",0.0,0.0,0.0,0.0,2220.0,20.0,0.0,0.0
865,Jakarta Barat,CENGKARENG,CENGKARENG TIMUR,"RW 02, 03, 04, 05, 06, 12, 13, 14, 16",9.0,9.0,90,362,10 s/d 70 cm,tgl. 01 Januari,1.0,0.0,0.0,0.0,362.0,6.0,0.0,0.0
866,Jakarta Barat,CENGKARENG,DURI KOSAMBI,"RW 01, 02, 03, 04, 05, 06, 07,08, 09, 10, 11, 12, 13, 14, 15",15.0,15.0,307,1230,71 s/d 150 cm,tgl. 01 Januari,1.0,0.0,0.0,0.0,1230.0,8.0,0.0,0.0
867,Jakarta Barat,CENGKARENG,KAPUK,"RW 02, 03, 04, 05, 06, 07, 08, 09, 10, 12, 13, 15 ,16",13.0,13.0,1115,4461,31 s/d 70 cm,"tgl. 01, 24 Januari",1.0,0.0,0.0,0.0,4461.0,9.0,0.0,0.0
868,Jakarta Barat,CENGKARENG,KEDAUNG KALI ANGKE,"RW 01, 02, 03, 04, 05, 06, 07, 08",8.0,8.0,701,2804,31 s/d 70 cm,tgl. 01 Januari,0.0,0.0,0.0,0.0,2804.0,31.0,0.0,0.0
869,Jakarta Barat,CENGKARENG,RAWA BUAYA,"RW 01, 02, 03, 04, 11, 12",6.0,6.0,533,2133,31 s/d 70 cm,tgl. 01 Januari,0.0,0.0,0.0,0.0,2133.0,7.0,0.0,0.0
870,Jakarta Barat,GROGOL PETAMBURAN,JELAMBAR BARU,"RW 01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12, 13",13.0,13.0,15,60,31 s/d 70 cm,tgl. 01 Januari,0.0,0.0,0.0,0.0,60.0,1.0,0.0,0.0
871,Jakarta Barat,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,"RW 01, 02, 04, 05, 07",5.0,5.0,21,85,10 s/d 150 cm,tgl. 01 Januari,0.0,0.0,0.0,0.0,85.0,3.0,0.0,0.0
872,Jakarta Barat,GROGOL PETAMBURAN,TOMANG,RW 14,1.0,1.0,6,24,31 s/d 70 cm,tgl. 01 Januari,0.0,0.0,0.0,0.0,24.0,1.0,0.0,0.0
873,Jakarta Barat,GROGOL PETAMBURAN,WIJAYA KUSUMA,"RW 01, 02, 03, 04, 05, 07, 08, 09",8.0,8.0,52,208,31 s/d 70 cm,tgl. 01 Januari ,0.0,0.0,0.0,0.0,208.0,3.0,0.0,0.0
874,Jakarta Barat,KALIDERES,KALIDERES,"RW 04, 05, 06, 07, 08, 09, 10, 11, 12, 13, 16, 17",12.0,12.0,37,147,31 s/d 70 cm,tgl. 01 Januari,0.0,0.0,0.0,0.0,147.0,1.0,0.0,0.0
875,Jakarta Barat,KALIDERES,KAMAL,"RW 01, 02, 03, 04, 07, 08, 09",7.0,7.0,0,0,10 s/d 70 cm,tgl. 01 Januari,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
876,Jakarta Barat,KALIDERES,PEGADUNGAN,"RW 01, 03, 04, 06, 11",5.0,5.0,0,0,10 s/d 70 cm,tgl. 01 Januari,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
877,Jakarta Barat,KALIDERES,SEMANAN,"RW 01, 03, 04, 07, 10",5.0,5.0,528,2112,31 s/d 200 cm,tgl. 01 Januari,1.0,0.0,0.0,0.0,2112.0,18.0,0.0,0.0
878,Jakarta Barat,KALIDERES,TEGAL ALUR,"RW 03, 04, 11, 12, 15",5.0,5.0,302,1208,31 s/d 150 cm,tgl. 01 Januari,0.0,0.0,0.0,0.0,1208.0,10.0,0.0,0.0
879,Jakarta Barat,KEBON JERUK,DURI KEPA,"'RW 02, 03, 04, 05, 09, 13, 14",7.0,7.0,60,130,31 s/d 70 cm,tgl. 01 Januari,0.0,0.0,0.0,0.0,130.0,4.0,0.0,0.0
880,Jakarta Barat,KEBON JERUK,KEDOYA SELATAN,"RW 01, 04, 05",3.0,3.0,9,36,10 s/d 150 cm,"tgl. 01, 27 Januari",0.0,0.0,0.0,0.0,36.0,1.0,0.0,0.0
881,Jakarta Barat,KEBON JERUK,KEDOYA UTARA,"RW 02, 04, 05",3.0,3.0,309,1238,31 s/d 100 cm,tgl. 01 Januari,0.0,0.0,0.0,0.0,1238.0,15.0,0.0,0.0
882,Jakarta Barat,KEBON JERUK,SUKABUMI UTARA,"RW 01, 03, 04, 07, 08, 10, 11",7.0,7.0,0,0,10 s/d 140 cm,"tgl. 01, 18 Januari",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
883,Jakarta Barat,KEBON JERUK,SUKABUMI SELATAN,"RW 01, 02, 04, 08",4.0,7.0,0,0,30 s/d 100 cm,tgl. 18 Januari,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
884,Jakarta Barat,KEBON JERUK,APA DUA,RW 04,1.0,1.0,0,0,60 cm,tgl. 18 Januari,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
885,Jakarta Barat,KEMBANGAN,JOGLO,"RW 02, 06",2.0,2.0,0,0,31 s/d  150 cm,tgl. 01 Januari,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
886,Jakarta Barat,KEMBANGAN,KEMBANGAN SELATAN,"RW 01, 02, 03, 04, 05, 06, 08, 09",8.0,8.0,177,710,31 s/d 120 cm,"tgl. 01, 27 Januari",0.0,0.0,0.0,0.0,710.0,6.0,0.0,0.0
887,Jakarta Barat,KEMBANGAN,KEMBANGAN UTARA,"RW 01, 02, 03, 04, 05, 06, 08, 10, 11",9.0,9.0,240,961,30 s/d 90 cm,"tgl. 01, 18 Januari",0.0,0.0,0.0,0.0,961.0,7.0,0.0,0.0
888,Jakarta Barat,KEMBANGAN,MERUYA SELATAN,RW 07,1.0,1.0,0,0,80 cm,tgl. 01 Januari,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
889,Jakarta Barat,KEMBANGAN,MERUYA UTARA,"RW 05, 06",2.0,2.0,0,0,31 s/d 70 cm,tgl. 01 Januari,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
890,Jakarta Barat,KEMBANGAN,SRENGSENG,"RW 05, 07",2.0,2.0,4,15,71 s/d 150 cm,tgl. 01 Januari,0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0
891,Jakarta Barat,PALMERAH,JATI PULO,"RW 01, 02, 03, 05, 09",5.0,5.0,0,0,10 s/d 30 cm,"tgl. 01, 18 Januari",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
892,Jakarta Barat,PALMERAH,KEMANGGISAN,"RW  02, 03, 04, 05, 06, 08",6.0,6.0,0,0,31 s/d 150 cm,"tgl. 01, 18 Januari",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
893,Jakarta Barat,PALMERAH,KOTA BAMBU SELATAN,RW 01,1.0,1.0,0,0,31 s/d 150 cm,tgl. 01 Januari,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
894,Jakarta Barat,PALMERAH,KOTA BAMBU UTARA,"RW 02, 03, 04, 08, 09",5.0,5.0,0,0,10 s/d 70 cm,"tgl. 01, 18 Januari",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
895,Jakarta Barat,PALMERAH,PALMERAH,"RW 03, 12, 13, 15",4.0,4.0,0,0,31 s/d 70 cm,"tgl. 01, 18 Januari",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
896,Jakarta Barat,PALMERAH,SLIPI,"RW 03, 04, 05",3.0,3.0,0,0,31 s/d 70 cm,tgl. 01 Januari,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
897,Jakarta Selatan,CILANDAK,CILANDAK BARAT,"RW 02, 12",2.0,2.0,75,300,71 s/d180 cm,tgl. 01 Januari,0.0,0.0,0.0,0.0,300.0,2.0,0.0,0.0
898,Jakarta Selatan,CILANDAK,CIPETE SELATAN,RW 07,1.0,1.0,16,65,10 s/d 30 cm,tgl. 01 Januari,0.0,0.0,0.0,0.0,65.0,2.0,0.0,0.0
899,Jakarta Selatan,CILANDAK,LEBAK BULUS,"RW 04, 08",2.0,2.0,23,91,31 s/d 70 cm,"tgl. 01, 24, 26  Januari",0.0,0.0,0.0,0.0,91.0,1.0,0.0,0.0
900,Jakarta Selatan,CILANDAK,PONDOK LABU,"RW 01, 02, 03, 07, 09, 10",6.0,6.0,33,134,31 s/d 70 cm,"tgl. 01, 26 Januari",0.0,0.0,0.0,0.0,134.0,5.0,0.0,0.0
901,Jakarta Selatan,JAGAKARSA,JAGAKARSA,"RW 02, 04",2.0,2.0,87,235,31 s/d 70 cm,tgl. 01 Januari,0.0,0.0,0.0,0.0,235.0,1.0,0.0,0.0
902,Jakarta Selatan,JAGAKARSA,TANJUNG BARAT,"RW 01, 04, 05",3.0,3.0,0,0,31 s/d 70 cm,tgl. 01 Januari,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
903,Jakarta Selatan,JAGAKARSA,CIGANJUR,"RW. 01,05,06",3.0,5.0,37,150,30 s/d 100 cm,tgl. 01 Januari,0.0,0.0,0.0,0.0,150.0,3.0,0.0,0.0
904,Jakarta Selatan,JAGAKARSA,SRENGSENG SAWAH,RW.08 ,1.0,1.0,91,372,10 s/d 30 cm,tgl. 01 Januari,0.0,0.0,0.0,0.0,372.0,8.0,0.0,0.0
905,Jakarta Selatan,JAGAKARSA,LENTENG AGUNG,"RW. 01,02,03,07",4.0,4.0,122,507,10 s/d 30 cm,tgl. 01 Januari,0.0,0.0,0.0,0.0,507.0,4.0,0.0,0.0
906,Jakarta Selatan,JAGAKARSA,CIPEDAK,RW.01,1.0,1.0,43,175,10 s/d 30 cm,tgl. 01 Januari,0.0,0.0,0.0,0.0,175.0,1.0,0.0,0.0
907,Jakarta Selatan,KEBAYORAN BARU,GUNUNG,"RW 01, 06",2.0,2.0,10,40,71 s/d 150 cm,tgl. 01 Januari,0.0,0.0,0.0,0.0,40.0,1.0,0.0,0.0
